phage_id	phage_def	host	flag	phage_organism	phage_kingdom	phage_phylum	phage_class	phage_order	phage_family	phage_genus	phage_species	host_kingdom	host_phylum	host_class	host_order	host_family	host_genus	host_species
HQ163896	Staphylococcus phage Sb-1	Staphylococcus aureus	validate2	Staphylococcus phage Sb-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus Sb1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX878671	Staphylococcus phage JD007	Staphylococcus aureus	validate2	Staphylococcus phage JD007	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus JD7	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
AB903967	Staphylococcus phage phiSA012	Staphylococcus aureus	validate2	Staphylococcus phage phiSA12	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus SA12	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
EU136189	Staphylococcus phage SAP-2	Staphylococcus aureus	validate2	Staphylococcus phage SAP-2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Rosenblumvirus	Staphylococcus virus SAP2	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
AB044554	Staphylococcus prophage phiPV83	Staphylococcus aureus	validate2	Staphylococcus prophage phiPV83	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus prophage phiPV83	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
AP008953	Staphylococcus phage phiETA2	Staphylococcus aureus	validate2	Staphylococcus virus phiETA2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus phiETA2	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
AP008954	Staphylococcus phage phiETA3	Staphylococcus aureus	validate2	Staphylococcus virus phiETA3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus phiETA3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
AB370268	Staphylococcus phage phiMR11	Staphylococcus aureus	validate2	Staphylococcus virus phiMR11	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus phiMR11	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
AB370205	Staphylococcus phage phiMR25	Staphylococcus aureus	validate2	Staphylococcus virus phiMR25	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus phiMR25	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
EU861004	Staphylococcus phage phiSauS-IPLA88	Staphylococcus aureus	validate2	Staphylococcus virus IPLA88	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus IPLA88	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
EU861005	Staphylococcus phage phiSauS-IPLA35	Staphylococcus aureus	validate2	Staphylococcus virus IPLA35	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus virus IPLA35	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
GQ398772	Staphylococcus phage P954	Staphylococcus aureus	validate2	Staphylococcus phage P954	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus phage P954	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
GU477322	Staphylococcus phage SAP-26	Staphylococcus aureus	validate2	Staphylococcus virus SAP26	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus SAP26	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JQ779023	Staphylococcus phage SMSAP5	Staphylococcus aureus	validate2	Staphylococcus phage SMSAP5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus phage SMSAP5	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JQ779024	Staphylococcus phage TEM123	Staphylococcus aureus	validate2	Staphylococcus phage TEM123	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage TEM123	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX094501	Staphylococcus phage SA13	Staphylococcus aureus	validate2	Staphylococcus phage SA13	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage SA13	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JQ957932	Staphylococcus phage StauST398-2	Staphylococcus aureus	validate2	Staphylococcus phage StauST398-2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus phage StauST398-2	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
KC595278	Staphylococcus phage StauST398-4	Staphylococcus aureus	validate2	Staphylococcus phage StauST398-4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus phage StauST398-4	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
KC595279	Staphylococcus phage StauST398-5	Staphylococcus aureus	validate2	Staphylococcus phage StauST398-5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage StauST398-5	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
KJ140076	Staphylococcus phage DW2	Staphylococcus aureus	validate2	Staphylococcus phage DW2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage DW2	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
AF063097	Enterobacteria phage P2	Escherichia coli	validate2	Escherichia virus P2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Peduovirus	Escherichia virus P2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
HM134276	Enterobacteria phage RB16	Escherichia coli	validate2	Escherichia virus RB16	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Escherichia virus RB16	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
GQ357916	Escherichia phage D108	Escherichia coli	validate2	Escherichia phage D108	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Muvirus	Escherichia phage D108	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
HM563683	Enterobacteria phage vB_EcoM-VR7	Escherichia coli	validate2	Escherichia phage vB_EcoM_VR7	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Gaprivervirus	Escherichia virus VR7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
GU323318	Enterobacteria phage CC31	Escherichia coli	validate2	Enterobacter phage CC31	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Karamvirus	Escherichia virus CC31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
HM997020	Escherichia phage wV7	Escherichia coli	validate2	Escherichia phage wV7	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tequatrovirus	Escherichia phage wV7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JN202312	Enterobacteria phage ime09	Escherichia coli	validate2	Escherichia phage ime09	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tequatrovirus	Escherichia virus Ime09	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ031132	Enterobacteria phage vB_EcoM-FV3	Escherichia coli	validate2	Escherichia phage FV3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Vequintavirus	Escherichia virus FV3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JN986846	Enterobacteria phage vB_EcoM_ACG-C40	Escherichia coli	validate2	Escherichia phage vB_EcoM_ACG-C40	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tequatrovirus	Escherichia virus C40	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX561091	Escherichia phage phAPEC8	Escherichia coli	validate2	Escherichia phage phAPEC8	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Phapecoctavirus	Escherichia virus phAPEC8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
KJ668714	Escherichia phage e11/2	Escherichia coli	validate2	Escherichia phage vB_EcoM_112	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tequatrovirus	Escherichia virus E112	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
KM360178	Escherichia phage ep3	Escherichia coli	validate2	Escherichia phage vB_EcoM-ep3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Jilinvirus	Escherichia virus ep3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JF974339	Enterobacteria phage IME10	Escherichia coli	validate2	Enterobacteria phage IME10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lederbergvirus	Enterobacteria phage IME10	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
EU330206	Enterobacteria phage phiEco32	Escherichia coli	validate2	Escherichia virus phiEco32	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Kuravirus	Escherichia virus phiEco32	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
EU734171	Enterobacteria phage BA14	Escherichia coli	validate2	Enterobacteria phage BA14	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Berlinvirus	Escherichia virus BA14	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
EU734172	Enterobacteria phage EcoDS1	Escherichia coli	validate2	Enterobacteria phage EcoDS1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Kayfunavirus	Escherichia virus EcoDS1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
EU734174	Enterobacteria phage 13a	Escherichia coli	validate2	Enterobacteria phage 13a	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teseptimavirus	Escherichia phage 13a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
GQ468526	Enterobacteria phage 285P	Escherichia coli	validate2	Enterobacteria phage 285P	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Berlinvirus	Escherichia virus 285P	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JN986844	Enterobacteria phage vB_EcoP_ACG-C91	Escherichia coli	validate2	Enterobacteria phage vB_EcoP_ACG-C91	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Vectrevirus	Escherichia virus ACGC91	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX880034	Enterobacter phage IME11	Escherichia coli	validate2	Escherichia phage IME11	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Gamaleyavirus	Escherichia virus IME11	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
KJ135004	Enterobacteria phage Bp4	Escherichia coli	validate2	Escherichia phage Bp4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Gamaleyavirus	Escherichia virus Bp4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
AM156909	Enterobacteria phage RTP	Escherichia Coli	validate2	Escherichia virus Rtp	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Rtpvirus	Escherichia virus Rtp	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
AB285204	Enterobacteria phage cdtI	Escherichia coli	validate2	Enterobacteria phage cdtI	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage cdtI	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086369	Enterobacteria phage HK106	Escherichia coli	validate2	Enterobacteria phage HK106	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK106	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086373	Enterobacteria phage HK542	Escherichia coli	validate2	Enterobacteria phage HK542	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK542	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086374	Enterobacteria phage HK544	Escherichia coli	validate2	Enterobacteria phage HK544	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK544	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
FJ750948	Enterobacteria phage SSL-2009a	Escherichia coli	validate2	Escherichia virus SSL2009a	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Dhillonvirus	Escherichia virus SSL2009a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
HM208537	Escherichia phage HK639	Escherichia coli	validate2	Escherichia phage HK639	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Escherichia phage HK639	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
HQ665011	Escherichia phage bV_EcoS_AKFV33	Escherichia coli	validate2	Escherichia virus AKFV33	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Demerecviridae	Tequintavirus	Escherichia virus AKFV33	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JN986845	Enterobacteria phage vB_EcoS_ACG-M12	Escherichia coli	validate2	Escherichia phage vB_Eco_ACG-M12	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Guelphvirus	Escherichia virus ACGM12	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086375	Enterobacteria phage HK578	Escherichia coli	validate2	Escherichia phage HK578	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Dhillonvirus	Escherichia virus HK578	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086370	Enterobacteria phage HK140	Escherichia coli	validate2	Enterobacteria phage HK140	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Enterobacteria phage HK140	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086371	Enterobacteria phage HK225	Escherichia coli	validate2	Enterobacteria phage HK225	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage HK225	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086372	Enterobacteria phage HK446	Escherichia coli	validate2	Enterobacteria phage HK446	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK446	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086376	Enterobacteria phage HK630	Escherichia coli	validate2	Enterobacteria phage HK630	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Lambdavirus	Escherichia virus HK630	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ086377	Enterobacteria phage HK633	Escherichia coli	validate2	Enterobacteria phage HK633	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus HK633	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182735	Enterobacteria phage HK629	Escherichia coli	validate2	Enterobacteria phage HK629	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Lambdavirus	Escherichia virus HK629	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182734	Enterobacteria phage mEp043 c-1	Escherichia coli	validate2	Enterobacteria phage mEp043 c-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage mEp043 c-1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182731	Enterobacteria phage mEp235	Escherichia coli	validate2	Enterobacteria phage mEp235	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Enterobacteria phage mEp235	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182730	Enterobacteria phage mEp237	Escherichia coli	validate2	Enterobacteria phage mEp237	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage mEp237	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182728	Enterobacteria phage mEp460	Escherichia coli	validate2	Enterobacteria phage mEp460	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage mEp460	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182727	Enterobacteria phage mEpX1	Escherichia coli	validate2	Enterobacteria phage mEpX1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEpX1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182726	Enterobacteria phage mEpX2	Escherichia coli	validate2	Enterobacteria phage mEpX2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEpX2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182736	Enterobacteria phage vB_EcoS_Rogue1	Escherichia coli	validate2	Enterobacteria phage vB_EcoS_Rogue1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Rogunavirus	Escherichia virus Rogue1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182733	Enterobacterial phage mEp213	Escherichia coli	validate2	Enterobacterial phage mEp213	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacterial phage mEp213	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182732	Enterobacterial phage mEp234	Escherichia coli	validate2	Enterobacterial phage mEp234	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Hendrixvirus	Escherichia virus mEp234	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ182729	Enterobacterial phage mEp390	Escherichia coli	validate2	Enterobacterial phage mEp390	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacterial phage mEp390	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
KJ419279	Enterobacteria phage 9g	Escherichia coli	validate2	Enterobacteria phage 9g	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Nonagvirus	Escherichia virus 9g	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
KM233151	Enterobacteria phage EK99P-1	Escherichia coli	validate2	Escherichia phage EK99P-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Dhillonvirus	Escherichia virus EK99P1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
HQ331142	Salmonella phage S16	Salmonella enterica	validate2	Salmonella phage vB_SenMS16	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Gelderlandvirus	Salmonella virus S16	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KC139521	Salmonella phage FSL SP-004	Salmonella enterica	validate2	Salmonella phage FSL SP-004	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Stockinghallvirus	Salmonella virus FSLSP004	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
AY150271	Enterobacteria phage epsilon15	Salmonella enterica	validate2	Salmonella phage epsilon15	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Uetakevirus	Salmonella virus Epsilon15	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KC139517	Salmonella phage FSL SP-058	Salmonella enterica	validate2	Salmonella phage FSL SP-058	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Ithacavirus	Salmonella virus FSL SP-058	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KC139520	Salmonella phage FSL SP-076	Salmonella enterica	validate2	Salmonella phage FSL SP-076	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Ithacavirus	Salmonella virus FSL SP-076	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KC139512	Salmonella phage FSL SP-088	Salmonella enterica	validate2	Salmonella virus FSLSP088	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Chivirus	Salmonella virus FSLSP088	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KC139518	Salmonella phage FSL SP-031	Salmonella enterica	validate2	Salmonella phage FSL SP-031	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cornellvirus	Salmonella virus SP31	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KC139519	Salmonella phage FSL SP-030	Salmonella enterica	validate2	Salmonella virus FSLSP030	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Chivirus	Salmonella virus FSLSP030	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KM458633	Salmonella phage Chi	Salmonella enterica	validate2	Salmonella virus Chi	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Chivirus	Salmonella virus Chi	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
KF811200	Acinetobacter phage IME_AB3	Acinetobacter baumannii	validate2	Acinetobacter phage IME_AB3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Lokivirus	Acinetobacter virus IMEAB3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
HE806280	Acinetobacter bacteriophage AP22	Acinetobacter baumannii	validate2	Acinetobacter phage AP22	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Obolenskvirus	Acinetobacter virus AP22	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
JX658790	Acinetobacter phage Abp1	Acinetobacter baumannii	validate2	Acinetobacter phage Abp1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Friunavirus	Acinetobacter virus Abp1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
HG798806	Pseudomonas phage vB_PaeP_Tr60_Ab31	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeP_Tr60_Ab31	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Pseudomonas phage vB_PaeP_Tr60_Ab31	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
M11912	Pseudomonas phage Pf3	Pseudomonas aeruginosa	validate2	Pseudomonas phage Pf3	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Tertilicivirus	Pseudomonas virus Pf3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610575	Pseudomonas phage vB_PaeM_C2-10_Ab08	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_C2-10_Ab08	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pakpunavirus	Pseudomonas virus CAb1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610586	Pseudomonas phage vB_PaeM_C2-10_Ab10	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_C2-10_Ab10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pakpunavirus	Pseudomonas virus CAb1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
