,phage,host,label,source,k3dist,k6dist,GCdiff,Homology,genus,gram_pos,aerobic,anaerobic,facultative,coccus,bacillus,spiral,motile,phylum_firmicutes,phylum_proteobacteria,phylum_actinobacteria,phylum_bacteroidetes,phylum_cyanobacteria,phylum_chlamydiae
4123,mg592539.1,vibrio breoganii,1,vhi,0.0728617989344439,0.20590547985878,-2.81544522795568,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4124,mg592541.1,vibrio breoganii,0,vhi,0.0675467541993025,0.161596201434839,-1.54910840843097,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4125,mg592543.1,vibrio breoganii,1,vhi,0.0688608933351376,0.20425647133136,-2.56477485347675,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4126,mg592547.1,vibrio breoganii,0,vhi,0.0599776795869648,0.155097765535248,-2.12051245263326,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4127,mg592548.1,vibrio breoganii,1,vhi,0.0762709006219636,0.204895992058005,-2.77044995679608,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4128,mg592549.1,vibrio breoganii,0,vhi,0.0753663660297732,0.178844953008822,-1.48224213610872,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4129,mg592550.1,vibrio breoganii,0,vhi,0.0601822782002224,0.173017052959524,-1.70512769393265,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4130,mg592552.1,vibrio breoganii,0,vhi,0.1108723910355,0.217702413057941,-2.71557361755487,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4131,mg592554.1,vibrio breoganii,1,vhi,0.274219847871283,0.277729224224455,-2.51551169864113,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4132,mg592559.1,vibrio breoganii,1,vhi,0.0710283231458555,0.200768029412935,-2.7012584173616,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4133,mg592562.1,vibrio breoganii,0,vhi,0.401110122161183,0.37189684572194,-7.41331258878009,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4134,mg592564.1,vibrio breoganii,0,vhi,0.537223697816931,0.456583566090625,3.15374114594199,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4135,mg592569.1,vibrio breoganii,0,vhi,0.10084762068956,0.203477698300456,-2.45350172151748,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4136,mg592571.1,vibrio breoganii,0,vhi,0.531921526771338,0.45269227610663,3.09396965701494,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4137,mg592572.1,vibrio breoganii,0,vhi,0.0606647827927211,0.153246000159071,-1.20694056670325,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4138,mg592573.1,vibrio breoganii,0,vhi,0.10251767253392,0.186617818671544,-0.940077282364847,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4139,mg592576.1,vibrio breoganii,1,vhi,0.0686126489190813,0.19206741526867,-2.57308672624885,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4140,mg592577.1,vibrio breoganii,1,vhi,0.371787020211526,0.376210519414539,3.97703280283751,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4141,mg592579.1,vibrio breoganii,1,vhi,0.315170775546844,0.331378806373236,2.50184116683852,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4142,mg592580.1,vibrio breoganii,0,vhi,0.0732613132180782,0.182275875498738,-3.4594743048354,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4143,mg592581.1,vibrio breoganii,0,vhi,0.0854622345274579,0.193444867976946,-1.74988493762667,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4144,mg592585.1,vibrio breoganii,1,vhi,0.50715637025347,0.462420710049186,0.0489577047854723,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4145,mg592587.1,vibrio breoganii,0,vhi,0.0698531746210693,0.189091560533083,-2.89613044972165,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4146,mg592589.1,vibrio breoganii,0,vhi,0.0848496097059536,0.179799371543878,0.444930034833114,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4147,mg592590.1,vibrio breoganii,0,vhi,0.0664052038191504,0.153261033670254,-1.05538497847986,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4148,mg592591.1,vibrio breoganii,1,vhi,0.275225191484971,0.278498455535981,-2.43536921777753,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4149,mg592593.1,vibrio breoganii,1,vhi,0.0817564403992673,0.20335195449601,-2.52016349780083,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4150,mg592594.1,vibrio breoganii,1,vhi,0.0762643848804699,0.197898044953459,-2.60182512586642,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4151,mg592597.1,vibrio breoganii,1,vhi,0.0596691975152771,0.190050622784543,-2.38435000732299,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4152,mg592600.1,vibrio breoganii,0,vhi,0.0897151632325112,0.204942205945046,-3.17351911817051,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4153,mg592601.1,vibrio breoganii,0,vhi,0.532351696787265,0.449498670150658,3.26412553782772,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4154,mg592603.1,vibrio breoganii,1,vhi,0.269437158512909,0.287108647290025,-2.31063513769813,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4155,mg592605.1,vibrio breoganii,1,vhi,0.0698385031002302,0.193612069894043,-2.47731889188739,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4156,mg592606.1,vibrio breoganii,1,vhi,0.0677187037745386,0.20289964005224,-2.96806228082396,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4157,mg592607.1,vibrio breoganii,1,vhi,0.0730190492012824,0.205803616338505,-2.74606632092504,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4158,mg592610.1,vibrio breoganii,1,vhi,0.268670624483031,0.287780283946876,-2.37857176254103,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4159,mg592612.1,vibrio breoganii,1,vhi,0.0733220899820933,0.191508676754286,-1.44230183081253,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4160,mg592614.1,vibrio breoganii,0,vhi,0.121018807589517,0.224263999885012,-2.61760811128664,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4161,mg592615.1,vibrio breoganii,0,vhi,0.4178330332839,0.423535781596311,1.0567534322533,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4162,mg592617.1,vibrio breoganii,0,vhi,0.545879040425673,0.459204123685177,3.43178677516354,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4163,mg592620.1,vibrio breoganii,0,vhi,0.0976939134585285,0.220831622217265,-0.0324856728474998,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4164,mg592623.1,vibrio breoganii,0,vhi,0.109945533760273,0.227295732484807,0.2768319535598,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4165,mg592625.1,vibrio breoganii,1,vhi,0.279618706421787,0.279946090454672,-2.33280055844185,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4166,mg592626.1,vibrio breoganii,1,vhi,0.302205687663154,0.312912770225281,-6.42659703861009,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4167,mg592631.1,vibrio breoganii,1,vhi,0.0759455464230549,0.203233313566923,-2.23666349835712,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4168,mg592633.1,vibrio breoganii,0,vhi,0.532243501422737,0.452806349532258,3.08891037914253,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4169,mg592636.1,vibrio breoganii,0,vhi,0.533043342646885,0.453024807744364,3.09305519741726,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4170,mg592640.1,vibrio breoganii,0,vhi,0.531811138548597,0.452603006846401,3.09228323105747,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4171,mg592641.1,vibrio breoganii,0,vhi,0.109137812427204,0.211776446977074,-2.63859779735685,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4172,mg592642.1,vibrio breoganii,0,vhi,0.532013358546264,0.452510512406005,3.07305733928006,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4173,mg592643.1,vibrio breoganii,0,vhi,0.0737650211258825,0.174861168192237,-1.19434285444358,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4174,mg592645.1,vibrio breoganii,0,vhi,0.532015381587195,0.452756883304418,3.08891037914253,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4175,mg592649.1,vibrio breoganii,0,vhi,0.531792693649797,0.452590047603953,3.09228323105747,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4176,mg592650.1,vibrio breoganii,0,vhi,0.53234826296324,0.452832185353039,3.07859294906186,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4177,mg592655.1,vibrio breoganii,0,vhi,0.547882334013174,0.460821233634548,3.05354071787956,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4178,mg592665.1,vibrio breoganii,0,vhi,0.0655454789195306,0.185331750283958,-3.13941651996908,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4179,mg592666.1,vibrio breoganii,1,vhi,0.270447217853846,0.296793599973358,-6.71438274663898,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4180,mg592667.1,vibrio breoganii,1,vhi,0.371789147816102,0.376239829075395,3.97167476929742,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4181,mg592668.1,vibrio breoganii,0,vhi,0.302863601521859,0.300703596222719,-2.38882226595206,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4182,mg592672.1,vibrio breoganii,1,vhi,0.245833320264623,0.272534130129396,-4.43103900443872,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4183,nc 001956,vibrio cholerae,1,vhi,0.109722079186948,0.290235505923003,-3.03702687709238,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4184,nc 003313,vibrio cholerae,1,vhi,0.0279725913214536,0.121263030277951,1.33380962351859,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4185,nc 003327,vibrio cholerae,1,vhi,0.161119029151335,0.33599672524219,-3.84091618259068,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4186,nc 004306,vibrio cholerae,1,vhi,0.165005278543676,0.331563384803212,-4.14095826191432,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4187,nc 004736,vibrio cholerae,1,vhi,0.126804636326366,0.316790723546788,-4.19321243141475,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4188,nc 005879,vibrio cholerae,1,vhi,0.105815504451928,0.235843400402308,2.99463056329594,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4189,nc 005891,vibrio cholerae,1,vhi,0.113260854089327,0.235758441560002,2.9214240639708,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4190,nc 006294,vibrio cholerae,1,vhi,0.17045363090978,0.325077353095301,-3.18488971262337,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4191,nc 012757,vibrio cholerae,1,vhi,0.139282502605834,0.324327438036132,-4.60839496064926,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4192,nc 015157,vibrio cholerae,1,vhi,0.322447743716444,0.334719952163751,-10.4904075162882,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4193,nc 015158,vibrio cholerae,1,vhi,0.407757460278194,0.390462761556105,-4.88626807538643,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4194,nc 015159,vibrio cholerae,1,vhi,0.402583460219361,0.404299600934201,-4.70579876831522,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4195,nc 015209,vibrio cholerae,1,vhi,0.0732956309989501,0.300257916009301,-2.94062175028379,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4196,nc 016162,vibrio cholerae,1,vhi,0.189028580812173,0.350425753599339,-6.15863107177695,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4197,nc 019457,vibrio cholerae,1,vhi,0.335926632713817,0.331091565329127,-2.14876514514233,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4198,nc 019518,vibrio cholerae,1,vhi,0.32685447507175,0.32885903639422,-2.00898984240312,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4199,nc 021540,vibrio cholerae,1,vhi,0.421907400026574,0.406855265778145,-13.0086898162982,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4200,nc 021562,vibrio cholerae,1,vhi,0.104765567710967,0.285952194318834,-3.2737822418401,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4201,nc 022747,vibrio cholerae,1,vhi,0.0272564825457298,0.120132447161293,1.21945957018325,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4202,nc 024369,vibrio cholerae,1,vhi,0.0332280070249673,0.127987007476337,-1.49568784268888,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4203,nc 024791,vibrio cholerae,1,vhi,0.401003450091669,0.38920955446536,-4.76628816632648,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4204,nc 027118,vibrio cholerae,1,vhi,0.122362946411222,0.24608011419875,3.24298498615914,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4205,nc 027393,vibrio cholerae,1,vhi,0.107623941627717,0.235661041929651,3.01816538414454,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4206,nc 027397,vibrio cholerae,1,vhi,0.109094452142627,0.233341986708613,2.94104875398561,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4207,nc 028799,vibrio cholerae,1,vhi,0.423116850777425,0.407455913909056,-13.0610628128656,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4208,nc 028895,vibrio cholerae,1,vhi,0.504070610587528,0.44351942064636,-4.73617287470527,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4209,nc 042074,vibrio cholerae,1,vhi,0.50649148443014,0.448521795990189,-4.85876123695024,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4210,mg592392.1,vibrio cyclitrophicus,0,vhi,0.0386123074596572,0.128778441948222,0.586669453964497,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4211,mg592393.1,vibrio cyclitrophicus,1,vhi,0.085815636887638,0.202303145587169,-0.528854269566203,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4212,mg592394.1,vibrio cyclitrophicus,1,vhi,0.314773780341254,0.37873045583716,-0.0435554972080254,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4213,mg592395.1,vibrio cyclitrophicus,0,vhi,0.299566494953138,0.341745586635444,14.3171917828967,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4214,mg592396.1,vibrio cyclitrophicus,1,vhi,0.31424166109601,0.378482698747683,-0.0151974293377179,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4215,mg592397.1,vibrio cyclitrophicus,0,vhi,0.398525516311194,0.368732080386001,5.2323292513187,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4216,mg592398.1,vibrio cyclitrophicus,1,vhi,0.0546758530752758,0.170441465701996,0.487925609969992,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4217,mg592401.1,vibrio cyclitrophicus,0,vhi,0.0469948112414227,0.134246070961007,0.912702252214103,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4218,mg592403.1,vibrio cyclitrophicus,0,vhi,0.226478637869307,0.258421899798337,3.14247382779888,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4219,mg592406.1,vibrio cyclitrophicus,0,vhi,0.414265056320609,0.38438274076553,5.18072999362847,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4220,mg592411.1,vibrio cyclitrophicus,0,vhi,0.401780694700682,0.376924373799824,5.21799433545234,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4221,mg592414.1,vibrio cyclitrophicus,0,vhi,0.0365160712431534,0.129164064710527,0.518654785481715,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4222,mg592416.1,vibrio cyclitrophicus,0,vhi,0.412846562974946,0.38038894800055,5.06982746766614,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4223,mg592421.1,vibrio cyclitrophicus,0,vhi,0.287897678076731,0.300369374743839,1.59295846613922,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4224,mg592424.1,vibrio cyclitrophicus,1,vhi,0.314682549301362,0.378735934621959,-0.0530081864981327,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4225,mg592425.1,vibrio cyclitrophicus,0,vhi,0.0901357508927504,0.200637740015487,-0.19953741578918,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4226,mg592426.1,vibrio cyclitrophicus,1,vhi,0.307595589105467,0.386014797571493,-1.55225329649828,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4227,mg592427.1,vibrio cyclitrophicus,1,vhi,0.307632958680519,0.386242186999688,-1.58145890397492,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4228,mg592429.1,vibrio cyclitrophicus,0,vhi,0.0576131460561366,0.184418794654182,-0.0744619736992504,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4229,mg592430.1,vibrio cyclitrophicus,1,vhi,0.307419315590224,0.385347488382596,-1.6497861033945,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4230,mg592434.1,vibrio cyclitrophicus,0,vhi,0.0757250427468746,0.18728373526447,-1.05649485622174,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4231,mg592437.1,vibrio cyclitrophicus,1,vhi,0.304127944602806,0.38469528621939,-1.595261417778,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4232,mg592439.1,vibrio cyclitrophicus,0,vhi,0.0812644781279264,0.189169995094133,-0.299827801883545,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4233,mg592440.1,vibrio cyclitrophicus,1,vhi,0.315259642829235,0.378827478744198,-0.0435554972080254,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4234,mg592444.1,vibrio cyclitrophicus,0,vhi,0.0795355089439379,0.196411262630626,-0.832869016738293,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4235,mg592446.1,vibrio cyclitrophicus,1,vhi,0.315880257328139,0.379000989964291,-0.0435554972080254,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4236,mg592449.1,vibrio cyclitrophicus,0,vhi,0.287534201594727,0.300063994602218,1.3978572189931,1.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4237,mg592451.1,vibrio cyclitrophicus,0,vhi,0.0469050942344377,0.134164425113366,0.914651950010942,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4238,mg592452.1,vibrio cyclitrophicus,0,vhi,0.1133881036945,0.19868770612517,-0.531255394884056,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4239,mg592455.1,vibrio cyclitrophicus,1,vhi,0.299342928849543,0.371628096063691,-2.18415961156114,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4240,mg592456.1,vibrio cyclitrophicus,0,vhi,0.156891727154427,0.205457610276373,-0.961659527428807,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4241,mg592459.1,vibrio cyclitrophicus,0,vhi,0.237647800393121,0.272085199803279,-6.27195322685892,0.0,vibrio,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
